"statistic_yyy","site_id","village","household_ordinary_total","household_business_total","household_single_total","household_ordinary_m","household_business_m","household_single_m","household_ordinary_f","household_business_f","household_single_f"
"105","新北市淡水區","竹圍里","1598","0","1345","2373","0","528","2662","0","817"
"105","新北市淡水區","民生里","1703","0","1668","2697","0","639","2900","0","1029"
"105","新北市淡水區","八勢里","1229","1","1586","1744","7","602","2002","1","984"
"105","新北市淡水區","竿蓁里","2475","2","2807","3578","0","1187","3931","22","1620"
"105","新北市淡水區","鄧公里","1656","0","980","2536","0","409","2787","0","571"
"105","新北市淡水區","中興里","1020","0","713","1766","0","325","1824","0","388"
"105","新北市淡水區","長庚里","370","0","261","621","0","137","635","0","124"
"105","新北市淡水區","清文里","289","0","208","522","0","112","514","0","96"
"105","新北市淡水區","草東里","182","0","168","333","0","90","324","0","78"
"105","新北市淡水區","協元里","398","0","224","691","0","114","689","0","110"
"105","新北市淡水區","永吉里","238","0","156","406","0","71","411","0","85"
"105","新北市淡水區","民安里","188","0","106","334","0","57","351","0","49"
"105","新北市淡水區","新生里","119","0","119","179","0","51","186","0","68"
"105","新北市淡水區","文化里","468","0","353","732","0","165","841","0","188"
"105","新北市淡水區","油車里","1440","0","909","2371","0","400","2443","0","509"
"105","新北市淡水區","沙崙里","995","0","726","1670","0","353","1705","0","373"
"105","新北市淡水區","新義里","1142","0","419","2008","0","197","2092","0","222"
"105","新北市淡水區","新春里","2199","0","1210","3497","0","532","3723","0","678"
"105","新北市淡水區","新民里","1228","0","759","2003","0","344","2129","0","415"
"105","新北市淡水區","正德里","1262","0","763","1888","0","305","2140","0","458"
"105","新北市淡水區","北新里","748","0","619","1093","0","276","1214","0","343"
"105","新北市淡水區","民權里","1057","0","966","1650","0","378","1779","0","588"
"105","新北市淡水區","幸福里","1056","0","582","1804","0","288","1919","0","294"
"105","新北市淡水區","學府里","1141","0","991","1874","0","440","1962","0","551"
"105","新北市淡水區","大庄里","1627","0","1415","2456","0","620","2647","0","795"
"105","新北市汐止區","義民里","372","0","265","566","0","136","606","0","129"
"105","新北市汐止區","禮門里","261","0","200","426","0","102","449","0","98"
"105","新北市汐止區","智慧里","1172","0","980","1723","0","441","1992","0","539"
"105","新北市汐止區","信望里","86","0","77","133","0","41","129","0","36"
"105","新北市汐止區","橋東里","766","0","420","1272","0","176","1368","0","244"
"105","新北市汐止區","秀峰里","1299","0","1360","2143","0","865","2235","0","495"
"105","新北市汐止區","新昌里","1445","0","825","2474","0","357","2459","0","468"
"105","新北市汐止區","復興里","1861","0","1421","2727","0","605","3086","0","816"
"105","新北市汐止區","茄苳里","1235","0","540","2203","0","281","2215","0","259"
"105","新北市汐止區","長安里","413","0","274","727","0","150","706","0","124"
"105","新北市汐止區","保安里","415","0","226","720","0","122","738","0","104"
"105","新北市汐止區","保長里","1105","0","774","1891","0","375","1866","0","399"
"105","新北市汐止區","鄉長里","569","0","325","1041","0","165","1006","0","160"
"105","新北市汐止區","江北里","1535","0","929","2705","0","476","2611","0","453"
"105","新北市汐止區","拱北里","1306","0","814","2221","0","425","2159","0","389"
"105","新北市汐止區","烘內里","364","0","371","605","0","194","588","0","177"
"105","新北市汐止區","八連里","264","0","202","440","0","122","403","0","80"
"105","新北市汐止區","樟樹里","533","0","417","951","0","231","854","0","186"
"105","新北市汐止區","北峰里","1111","0","694","1921","0","358","1886","0","336"
"105","新北市汐止區","北山里","1350","0","1226","2020","0","565","2219","0","661"
"105","新北市汐止區","白雲里","1114","0","729","1861","0","364","1891","0","365"
"105","新北市汐止區","橫科里","1133","0","958","1786","0","453","1843","0","505"
"105","新北市汐止區","東山里","149","0","135","238","0","85","251","0","50"
"105","新北市汐止區","福山里","904","0","782","1393","0","330","1457","0","452"
"105","新北市汐止區","宜興里","748","0","699","1102","0","306","1192","0","393"
"105","新北市汐止區","中興里","1824","0","1528","2879","0","757","3005","0","771"
"105","新北市汐止區","湖光里","1428","0","1401","2074","0","658","2254","0","743"
"105","新北市汐止區","仁德里","453","0","302","728","0","145","733","0","157"
"105","新北市汐止區","厚德里","1942","0","1107","3206","0","558","3320","0","549"
"105","新北市汐止區","忠孝里","1966","0","1496","3140","0","682","3286","0","814"
"105","新北市汐止區","自強里","1324","0","870","2141","0","407","2245","0","463"
"105","新北市汐止區","文化里","1098","0","692","1870","0","307","1869","0","385"
"105","新北市汐止區","金龍里","1271","0","1037","2002","0","490","2042","0","547"
"105","新北市汐止區","福德里","812","0","655","1262","0","313","1364","0","342"
"105","新北市汐止區","興福里","751","2","642","1164","3","312","1231","1","330"
"105","新北市汐止區","康福里","1290","0","1389","1806","0","627","1985","0","762"
"105","新北市汐止區","忠山里","873","0","702","1283","0","357","1427","0","345"
"105","新北市汐止區","環河里","300","0","232","521","0","148","475","0","84"
"105","新北市汐止區","東勢里","991","0","1026","1528","0","498","1581","0","528"
"105","新北市汐止區","山光里","702","0","444","1169","0","207","1216","0","237"
"105","新北市汐止區","大同里","730","0","541","1141","0","240","1232","0","301"
"105","新北市汐止區","崇德里","1339","0","786","2220","0","402","2301","0","384"
"105","新北市汐止區","湖興里","1602","0","1346","2479","0","666","2553","0","680"
"105","新北市汐止區","長青里","224","0","346","310","0","157","343","0","189"
"105","新北市汐止區","福安里","1708","0","728","2741","0","344","2940","0","384"
"105","新北市汐止區","秀山里","1158","0","643","1946","0","328","2020","0","315"
"105","新北市汐止區","建成里","1384","0","951","2101","0","376","2245","0","575"
"105","新北市汐止區","城中里","1254","0","743","1916","0","300","2098","0","443"
"105","新北市汐止區","湖蓮里","658","0","759","920","0","326","984","0","433"
"105","新北市汐止區","保新里","698","0","697","1093","0","336","1152","0","361"
"105","新北市瑞芳區","龍潭里","207","0","145","331","0","73","340","0","72"
"105","新北市瑞芳區","龍興里","540","0","397","914","0","202","967","0","195"
"105","新北市瑞芳區","龍鎮里","376","0","198","609","0","100","631","0","98"
"105","新北市瑞芳區","龍川里","477","0","249","793","0","133","878","0","116"
"105","新北市瑞芳區","龍山里","368","0","223","682","0","135","614","0","88"
"105","新北市瑞芳區","龍安里","177","0","100","314","0","47","300","0","53"
"105","新北市瑞芳區","爪峯里","1079","0","529","1869","0","251","1897","0","278"
"105","新北市瑞芳區","柑坪里","299","0","139","600","0","75","541","0","64"
"105","新北市瑞芳區","東和里","485","0","242","882","0","114","880","0","128"
"105","新北市瑞芳區","上天里","349","0","202","679","0","117","596","0","85"
"105","新北市瑞芳區","吉慶里","479","0","247","861","0","149","799","0","98"
"105","新北市瑞芳區","吉安里","865","0","444","1534","0","227","1503","0","217"
"105","新北市瑞芳區","傑魚里","536","0","271","1030","0","144","975","0","127"
"105","新北市瑞芳區","猴硐里","134","0","76","247","0","53","206","0","23"
"105","新北市瑞芳區","光復里","76","0","68","129","0","41","121","0","27"
"105","新北市瑞芳區","弓橋里","73","0","67","142","0","45","108","0","22"
"105","新北市瑞芳區","碩仁里","40","0","43","71","0","25","60","0","18"
"105","新北市瑞芳區","基山里","129","0","100","215","0","46","197","0","54"
"105","新北市瑞芳區","永慶里","117","0","121","191","0","65","175","0","56"
"105","新北市瑞芳區","崇文里","83","0","83","150","0","38","124","0","45"
"105","新北市瑞芳區","福住里","41","0","59","68","0","30","52","0","29"
"105","新北市瑞芳區","頌德里","83","0","109","140","0","56","136","0","53"
"105","新北市瑞芳區","新山里","88","0","112","157","0","63","127","0","49"
"105","新北市瑞芳區","瓜山里","42","0","72","65","0","39","60","0","33"
"105","新北市瑞芳區","銅山里","49","0","62","90","0","34","71","0","28"
"105","新北市瑞芳區","石山里","88","0","103","138","0","55","124","0","48"
"105","新北市瑞芳區","濓新里","72","0","62","126","0","24","125","0","38"
"105","新北市瑞芳區","濓洞里","124","0","132","182","0","58","204","0","74"
"105","新北市瑞芳區","海濱里","329","0","329","486","0","137","538","0","192"
"105","新北市瑞芳區","瑞濱里","557","0","525","869","0","239","863","0","286"
"105","新北市瑞芳區","深澳里","341","0","306","528","0","142","574","0","164"
"105","新北市瑞芳區","南雅里","72","0","20","137","0","15","130","0","5"
"105","新北市瑞芳區","鼻頭里","201","0","58","456","0","28","462","0","30"
"105","新北市瑞芳區","新峰里","901","0","398","1639","0","194","1607","0","204"
"105","新北市土城區","埤塘里","1101","0","1699","1933","0","1221","1863","0","478"
"105","新北市土城區","土城里","530","0","302","915","0","132","947","0","170"
"105","新北市土城區","員林里","1598","0","738","2633","0","350","2747","0","388"
"105","新北市土城區","員仁里","1467","0","558","2634","0","278","2706","0","280"
"105","新北市土城區","長風里","572","0","249","919","0","128","989","0","121"
"105","新北市土城區","日新里","1244","0","510","2192","0","251","2213","0","259"
"105","新北市土城區","日和里","1567","0","616","2699","0","290","2786","0","326"
"105","新北市土城區","貨饒里","1101","0","491","1893","0","231","1901","0","260"
"105","新北市土城區","柑林里","934","0","417","1511","0","208","1623","0","209"
"105","新北市土城區","埤林里","2311","0","824","3959","0","381","4184","0","443"
"105","新北市土城區","瑞興里","861","0","387","1439","0","184","1487","0","203"
"105","新北市土城區","清水里","2200","0","754","3804","0","368","4008","0","386"
"105","新北市土城區","清和里","1675","0","581","3016","0","315","2970","0","266"
"105","新北市土城區","永豐里","1194","1","452","2077","10","218","2172","0","234"
"105","新北市土城區","清化里","407","0","228","795","0","120","716","0","108"
"105","新北市土城區","清溪里","1857","0","905","3129","0","495","3281","0","410"
"105","新北市土城區","峯廷里","1964","0","691","3600","0","317","3614","0","374"
"105","新北市土城區","平和里","1860","0","583","3339","0","296","3422","0","287"
"105","新北市土城區","廷寮里","1292","0","435","2341","0","236","2383","0","199"
"105","新北市土城區","大安里","1222","0","747","2161","0","379","2175","0","368"
"105","新北市土城區","永寧里","2173","0","1041","3850","0","520","3917","0","521"
"105","新北市土城區","沛陂里","1183","0","653","2090","0","340","2026","0","313"
"105","新北市土城區","頂埔里","1334","0","616","2246","0","326","2337","0","290"
"105","新北市土城區","頂福里","1347","0","651","2380","0","346","2402","0","305"
"105","新北市土城區","頂新里","775","0","420","1244","0","189","1335","0","231"
"105","新北市土城區","祖田里","436","0","177","804","0","97","773","0","80"
"105","新北市土城區","樂利里","1390","0","604","2424","0","262","2431","0","342"
"105","新北市土城區","廣福里","1568","0","509","2718","0","241","2782","0","268"
"105","新北市土城區","學府里","970","0","306","1670","0","155","1817","0","151"
"105","新北市土城區","延壽里","1221","0","513","2188","0","232","2116","0","281"
"105","新北市土城區","安和里","1357","0","480","2353","0","247","2406","0","233"
"105","新北市土城區","青雲里","797","0","309","1408","0","151","1459","0","158"
"105","新北市土城區","員福里","1490","0","605","2599","0","302","2564","0","303"
"105","新北市土城區","延吉里","1127","0","455","2069","0","247","2067","0","208"
"105","新北市土城區","復興里","1214","0","473","2126","0","232","2182","0","241"
"105","新北市土城區","裕生里","1496","0","631","2580","0","284","2603","0","347"
"105","新北市土城區","員信里","1165","0","492","2035","0","250","2098","0","242"
"105","新北市土城區","永富里","1413","0","542","2468","0","267","2545","0","275"
"105","新北市土城區","學成里","883","0","293","1585","0","119","1559","0","174"
"105","新北市土城區","延和里","1780","0","692","2898","0","321","3188","0","371"
"105","新北市土城區","中正里","867","0","390","1439","0","160","1591","0","230"
"105","新北市土城區","學士里","1344","0","440","2238","0","195","2387","0","245"
"105","新北市土城區","明德里","1571","0","808","2454","0","354","2767","0","454"
"105","新北市土城區","廣興里","937","0","394","1594","0","155","1700","0","239"
"105","新北市土城區","青山里","801","0","284","1474","0","152","1471","0","132"
"105","新北市土城區","金城里","1674","0","709","2769","0","297","2980","0","412"
"105","新北市土城區","延祿里","1134","0","444","2023","0","215","1987","0","229"
"105","新北市蘆洲區","正義里","3628","0","1292","5921","0","603","6405","0","689"
"105","新北市蘆洲區","中原里","1488","0","495","2643","0","239","2725","0","256"
"105","新北市蘆洲區","中路里","1018","0","400","1927","0","202","1914","0","198"
"105","新北市蘆洲區","光華里","1355","0","540","2342","0","241","2526","0","299"
"105","新北市蘆洲區","保佑里","988","1","385","1804","1","190","1827","0","195"
"105","新北市蘆洲區","水湳里","2818","0","999","4932","0","474","5088","0","525"
"105","新北市蘆洲區","樓厝里","1668","0","771","2877","0","374","3033","0","397"
"105","新北市蘆洲區","鷺江里","1491","0","556","2601","0","256","2686","0","300"
"105","新北市蘆洲區","恆德里","1628","0","916","2697","0","441","2816","0","475"
"105","新北市蘆洲區","溪墘里","830","0","363","1490","0","168","1543","0","195"
"105","新北市蘆洲區","樹德里","880","0","388","1589","0","193","1588","0","195"
"105","新北市蘆洲區","保和里","690","0","286","1242","0","133","1249","0","153"
"105","新北市蘆洲區","仁復里","579","0","273","990","0","127","1022","0","146"
"105","新北市蘆洲區","得勝里","882","0","413","1496","0","216","1642","0","197"
"105","新北市蘆洲區","南港里","1606","0","461","2859","0","231","2985","0","230"
"105","新北市蘆洲區","永樂里","1709","0","524","3117","0","272","3099","0","252"
"105","新北市蘆洲區","永康里","1885","0","552","3260","0","245","3490","0","307"
"105","新北市蘆洲區","信義里","1060","0","376","1937","0","193","1963","0","183"
"105","新北市蘆洲區","玉清里","1490","0","761","2578","0","350","2679","0","411"
"105","新北市蘆洲區","復興里","944","0","349","1694","0","178","1695","0","171"
"105","新北市蘆洲區","水河里","2479","0","891","4393","0","437","4511","0","454"
"105","新北市蘆洲區","仁愛里","1410","0","437","2551","0","209","2576","0","228"
"105","新北市蘆洲區","忠義里","822","0","382","1495","0","164","1516","0","218"
"105","新北市蘆洲區","九芎里","1423","0","508","2543","0","244","2603","0","264"
"105","新北市蘆洲區","中華里","890","0","363","1563","0","161","1585","0","202"
"105","新北市蘆洲區","得仁里","822","0","322","1432","0","159","1491","0","163"
"105","新北市蘆洲區","仁德里","1461","0","497","2634","0","241","2657","0","256"
"105","新北市蘆洲區","仁義里","1252","0","1382","2090","0","896","2062","0","486"
"105","新北市蘆洲區","光明里","1308","0","460","2362","0","218","2411","0","242"
"105","新北市蘆洲區","保新里","706","0","282","1301","0","146","1300","0","136"
"105","新北市蘆洲區","長安里","1358","0","442","2502","0","226","2509","0","216"
"105","新北市蘆洲區","民和里","715","0","339","1275","0","167","1275","0","172"
"105","新北市蘆洲區","忠孝里","644","0","187","1191","0","105","1228","0","82"
"105","新北市蘆洲區","福安里","852","0","300","1511","0","154","1613","0","146"
"105","新北市蘆洲區","永安里","1388","0","439","2437","0","199","2573","0","240"
"105","新北市蘆洲區","延平里","1119","0","425","2013","0","209","2025","0","216"
"105","新北市蘆洲區","成功里","2041","0","578","3590","0","291","3849","0","287"
"105","新北市蘆洲區","永德里","1199","0","374","2149","0","187","2206","0","187"
"105","新北市五股區","興珍里","1198","0","493","2342","0","274","2206","0","219"
"105","新北市五股區","更寮里","304","0","168","565","0","109","556","0","59"
"105","新北市五股區","集福里","998","0","519","1764","0","272","1753","0","247"
"105","新北市五股區","觀音里","332","0","211","709","0","132","604","0","79"
"105","新北市五股區","成州里","1542","0","661","2850","0","359","2769","0","302"
"105","新北市五股區","成功里","1548","0","817","2750","0","417","2676","0","400"
"105","新北市五股區","五龍里","325","0","157","761","0","107","637","0","50"
"105","新北市五股區","五股里","1088","0","772","1935","0","467","1925","0","305"
"105","新北市五股區","五福里","976","0","340","1753","0","185","1733","0","155"
"105","新北市五股區","德音里","1420","0","574","2495","0","285","2549","0","289"
"105","新北市五股區","陸一里","643","0","407","1053","0","185","1073","0","222"
"105","新北市五股區","貿商里","876","0","360","1394","0","155","1440","0","205"
"105","新北市五股區","德泰里","1201","0","467","2004","0","235","2158","0","232"
"105","新北市五股區","成德里","752","0","373","1425","0","194","1389","0","179"
"105","新北市五股區","六福里","1025","0","399","1743","0","204","1819","0","195"
"105","新北市五股區","集賢里","1008","0","398","1811","0","215","1867","0","183"
"105","新北市五股區","民義里","872","0","374","1578","0","196","1604","0","178"
"105","新北市五股區","成泰里","1765","0","1257","3100","0","649","3015","0","608"
"105","新北市五股區","水碓里","2062","0","810","3711","0","394","3702","0","416"
"105","新北市五股區","福德里","862","0","393","1454","0","218","1512","0","175"
"105","新北市泰山區","大科里","234","0","102","507","0","66","451","0","36"
"105","新北市泰山區","黎明里","965","0","373","1683","0","189","1722","0","184"
"105","新北市泰山區","山腳里","1781","0","662","3211","0","355","3248","0","307"
"105","新北市泰山區","福泰里","747","0","304","1363","0","164","1361","0","140"
"105","新北市泰山區","楓樹里","1179","0","514","2138","0","253","2085","0","261"
"105","新北市泰山區","同榮里","1117","0","382","1984","0","173","2003","0","209"
"105","新北市泰山區","義學里","1249","0","447","2290","0","215","2255","0","232"
"105","新北市泰山區","明志里","1000","0","355","1742","0","176","1759","0","179"
"105","新北市泰山區","貴子里","1013","0","542","1717","0","284","1779","0","258"
"105","新北市泰山區","貴和里","1315","0","642","2291","0","331","2319","0","311"
"105","新北市泰山區","同興里","1071","0","363","1902","0","169","1984","0","194"
"105","新北市泰山區","義仁里","2233","0","950","3933","0","489","3934","0","461"
"105","新北市泰山區","泰友里","583","0","207","1031","0","111","1077","0","96"
"105","新北市泰山區","新明里","899","0","326","1619","0","167","1619","0","159"
"105","新北市泰山區","貴賢里","1016","0","500","1709","0","239","1738","0","261"
"105","新北市泰山區","福興里","999","0","404","1724","0","194","1800","0","210"
"105","新北市泰山區","全興里","2537","0","1219","4144","0","615","4403","0","604"
"105","新北市林口區","東林里","1086","1","432","2055","0","231","2018","32","201"
"105","新北市林口區","林口里","1434","0","713","2544","0","344","2626","0","369"
"105","新北市林口區","西林里","2468","0","1420","4200","0","732","4300","0","688"
"105","新北市林口區","菁湖里","1136","0","464","2091","0","230","2103","0","234"
"105","新北市林口區","中湖里","1022","0","453","1910","0","237","1908","0","216"
"105","新北市林口區","湖北里","388","0","106","810","0","80","774","0","26"
"105","新北市林口區","湖南里","5296","0","3604","8154","0","1616","8667","0","1988"
"105","新北市林口區","南勢里","4387","0","3609","6644","0","1658","7126","0","1951"
"105","新北市林口區","東勢里","1659","0","662","2886","0","325","3017","0","337"
"105","新北市林口區","頂福里","279","0","135","577","0","94","513","0","41"
"105","新北市林口區","下福里","359","0","130","702","0","83","680","0","47"
"105","新北市林口區","嘉寶里","247","0","111","509","0","68","472","0","43"
"105","新北市林口區","瑞平里","247","0","88","486","0","57","448","0","31"
"105","新北市林口區","太平里","439","1","191","737","1","105","761","0","86"
"105","新北市林口區","仁愛里","1924","0","828","3057","0","384","3393","0","444"
"105","新北市林口區","麗林里","2613","0","1082","4101","0","485","4509","0","597"
"105","新北市林口區","麗園里","1125","0","398","1939","0","203","2043","0","195"
"105","新北市深坑區","深坑里","865","1","566","1459","29","280","1476","28","286"
"105","新北市深坑區","萬順里","599","0","497","1034","0","251","1047","0","246"
"105","新北市深坑區","土庫里","769","0","418","1367","0","213","1405","0","205"
"105","新北市深坑區","昇高里","529","0","268","1002","0","157","935","0","111"
"105","新北市深坑區","阿柔里","138","0","88","309","0","55","247","0","33"
"105","新北市深坑區","埔新里","1605","0","996","2691","0","428","2745","0","568"
"105","新北市深坑區","萬福里","667","1","546","1096","1","311","1128","0","235"
"105","新北市深坑區","賴仲里","575","0","420","967","0","200","918","0","220"
"105","新北市石碇區","石碇里","112","0","64","215","0","37","173","0","27"
"105","新北市石碇區","潭邊里","201","0","205","356","0","122","322","0","83"
"105","新北市石碇區","隆盛里","182","0","113","364","0","83","314","0","30"
"105","新北市石碇區","烏塗里","174","0","183","310","0","114","255","0","69"
"105","新北市石碇區","彭山里","89","0","71","143","0","44","141","0","27"
"105","新北市石碇區","豐田里","87","0","137","153","0","98","140","0","39"
"105","新北市石碇區","永定里","158","0","112","299","0","68","271","0","44"
"105","新北市石碇區","中民里","197","0","150","393","0","99","306","0","51"
"105","新北市石碇區","光明里","66","0","83","112","0","57","82","0","26"
"105","新北市石碇區","豐林里","75","0","37","139","0","25","130","0","12"
"105","新北市石碇區","永安里","240","0","135","384","0","70","373","0","65"
"105","新北市石碇區","格頭里","244","0","249","429","0","139","393","0","110"
"105","新北市坪林區","粗窟里","218","0","144","446","0","90","351","0","54"
"105","新北市坪林區","坪林里","305","0","167","663","0","101","580","0","66"
"105","新北市坪林區","大林里","274","1","198","547","53","127","470","0","71"
"105","新北市坪林區","石𥕢里","106","0","94","195","0","55","177","0","39"
"105","新北市坪林區","上德里","195","0","140","422","0","81","319","0","59"
"105","新北市坪林區","水德里","165","0","115","308","0","65","276","0","50"
"105","新北市坪林區","漁光里","220","0","178","366","0","114","329","0","64"
"105","新北市三芝區","八賢里","83","0","67","148","0","46","147","0","21"
"105","新北市三芝區","埔頭里","1362","0","818","2348","0","387","2460","0","431"
"105","新北市三芝區","古庄里","246","0","268","465","0","133","412","0","135"
"105","新北市三芝區","新庄里","210","0","157","428","0","92","394","0","65"
"105","新北市三芝區","埔坪里","1793","0","1098","3171","0","521","3111","0","577"
"105","新北市三芝區","茂長里","164","0","139","303","0","71","261","0","68"
"105","新北市三芝區","橫山里","133","0","96","258","0","65","196","0","31"
"105","新北市三芝區","錫板里","183","0","118","378","0","88","300","0","30"
"105","新北市三芝區","後厝里","512","0","616","860","0","289","790","0","327"
"105","新北市三芝區","福德里","196","0","160","378","0","81","360","0","79"
"105","新北市三芝區","圓山里","135","0","79","303","0","56","250","0","23"
"105","新北市三芝區","店子里","154","0","112","317","0","74","263","0","38"
"105","新北市三芝區","興華里","305","0","227","606","0","133","507","0","94"
"105","新北市石門區","德茂里","312","0","149","651","0","74","565","0","75"
"105","新北市石門區","富基里","401","0","155","750","0","80","763","0","75"
"105","新北市石門區","老梅里","595","0","255","1166","0","134","1147","0","121"
"105","新北市石門區","山溪里","237","0","122","476","0","81","410","0","41"
"105","新北市石門區","石門里","432","1","242","820","1","127","779","2","115"
"105","新北市石門區","尖鹿里","434","0","216","822","0","112","773","0","104"
"105","新北市石門區","乾華里","93","0","53","172","0","37","144","0","16"
"105","新北市石門區","茂林里","161","1","75","320","30","47","324","2","28"
"105","新北市石門區","草里里","250","0","121","496","0","73","495","0","48"
"105","新北市八里區","龍源里","1830","0","1327","2946","0","609","3086","0","718"
"105","新北市八里區","米倉里","835","0","568","1551","0","292","1491","0","276"
"105","新北市八里區","大崁里","722","1","423","1353","21","245","1345","27","178"
"105","新北市八里區","埤頭里","1005","0","518","1754","0","271","1796","0","247"
"105","新北市八里區","頂罟里","533","0","247","920","0","128","968","0","119"
"105","新北市八里區","舊城里","1906","1","881","3243","7","419","3372","3","462"
"105","新北市八里區","訊塘里","1165","0","722","2029","0","394","2090","0","328"
"105","新北市八里區","荖阡里","432","0","202","916","0","108","874","0","94"
"105","新北市八里區","長坑里","375","1","90","856","6","58","774","8","32"
"105","新北市八里區","下罟里","382","0","143","818","0","70","792","0","73"
"105","新北市平溪區","薯榔里","108","0","102","187","0","59","147","0","43"
"105","新北市平溪區","菁桐里","69","0","64","113","0","41","107","0","23"
"105","新北市平溪區","白石里","66","0","67","112","0","40","96","0","27"
"105","新北市平溪區","石底里","117","0","101","206","0","56","185","0","45"
"105","新北市平溪區","平溪里","65","1","49","113","1","26","107","0","23"
"105","新北市平溪區","嶺腳里","176","0","146","314","0","75","256","0","71"
"105","新北市平溪區","東勢里","103","0","139","164","0","90","143","0","49"
"105","新北市平溪區","望古里","35","0","67","52","0","39","37","0","28"
"105","新北市平溪區","南山里","90","0","119","153","0","76","118","0","43"
"105","新北市平溪區","平湖里","41","0","57","69","0","33","60","0","24"
"105","新北市平溪區","十分里","227","0","219","402","0","116","335","0","103"
"105","新北市平溪區","新寮里","34","0","66","57","0","44","48","0","22"
"105","新北市雙溪區","雙溪里","130","0","97","220","0","45","210","0","52"
"105","新北市雙溪區","共和里","107","0","92","197","0","46","162","0","46"
"105","新北市雙溪區","新基里","229","0","141","405","0","89","353","0","52"
"105","新北市雙溪區","魚行里","184","0","180","335","0","117","288","0","63"
"105","新北市雙溪區","三港里","107","0","91","193","0","64","162","0","27"
"105","新北市雙溪區","牡丹里","449","0","279","814","0","142","745","0","137"
"105","新北市雙溪區","三貂里","79","1","80","143","1","52","136","0","28"
"105","新北市雙溪區","平林里","253","0","210","450","0","127","418","0","83"
"105","新北市雙溪區","上林里","166","0","139","311","0","88","258","0","51"
"105","新北市雙溪區","外柑里","105","0","117","192","0","78","149","0","39"
"105","新北市雙溪區","長源里","95","0","94","164","0","53","129","0","41"
"105","新北市雙溪區","泰平里","243","0","151","480","0","95","488","0","56"
"105","新北市貢寮區","貢寮里","241","0","153","416","0","89","433","0","64"
"105","新北市貢寮區","吉林里","109","0","125","220","0","94","159","0","31"
"105","新北市貢寮區","雙玉里","201","0","112","358","0","82","326","0","30"
"105","新北市貢寮區","龍崗里","106","0","85","204","0","61","172","0","24"
"105","新北市貢寮區","龍門里","184","0","70","341","0","41","345","0","29"
"105","新北市貢寮區","福隆里","430","0","228","820","0","120","881","0","108"
"105","新北市貢寮區","仁里里","465","0","209","885","0","118","877","0","91"
"105","新北市貢寮區","真理里","521","0","205","1023","0","113","1108","0","92"
